"ISBN";"Book-Title";"Book-Author";"Year-Of-Publication";"Publisher"
"0812520793";"Throne of Isis";"Judith Tarr";"1995";"Tor Books (Mm)"
"0312109393";"The Bette Davis Murder Case";"George Baxt";"1994";"St Martins Pr"
"0399148019";"The Absence of Nectar";"Kathy Hepinstall";"2001";"G. P. Putnam's Sons"
"8807014467";"La Compagnia";"Benni";"1993";"Feltrinelli"
"0373063121";"Found: One Husband (Harlequin Medical Romance)";"Meredith Webber";"2001";"Harlequin"
"0140620869";"Alice's Adventures in Wonderland (Penguin Popular Classics)";"Lewis Carroll";"1994";"Penguin Books Ltd"
"0553801589";"The Tail of the Tip-Off";"RITA MAE BROWN";"2003";"Bantam"
"0743411250";"The Woman Next Door";"Barbara Delinsky";"2002";"Pocket"
"0590129988";"Clockwork : Or All Wound Up";"Philip Pullman";"1998";"Scholastic"
"0375700684";"Powder Burn (Vintage Crime/Black Lizard)";"CARL HIAASEN";"1998";"Vintage"
"0375700692";"Trap Line (Vintage Crime/Black Lizard)";"Carl Hiaasen";"1998";"Vintage Books USA"
"0312955510";"The Heart of Justice (Heart of Justice)";"William J. Coughlin";"1995";"St. Martin's Press"
"8880891901";"Frusciante";"Brizzi";"1999";"Baldini e Castoldi"
"0345396537";"First King of Shannara";"Terry Brooks";"1997";"Del Rey Books"
"0452272092";"So Far from God: A Novel";"Ana Castillo";"1994";"Plume Books"
"3518383620";"Der Kaiser von Amerika.";"George Bernard Shaw";"1992";"Suhrkamp"
"3499262967";"Die Teebarone.";"Hella S. Haasse";"2001";"Wunderlich im Rowohlt"
"3407808836";"Jedes Sandkorn ist ein Buchstabe";"Arnulf Zitelmann";"2002";"Beltz"
"3423085711";"Catherine, Lady wider Willen. Sonderausgabe.";"Karen Cushman";"2002";"Dtv"
"3453159926";"Atlantis.";"Stephen King";"1999";"Heyne GmbH & Co. KG, Verlag"
"3499137909";"Der Plan von der Abschaffung des Dunkels.";"Peter Hoeg";"1998";"Rowohlt Tb."
"0747563721";"The Man with the Dancing Eyes";"Sophie Dahl";"2003";"Bloomsbury"
"0451518845";"Jane Eyre";"Charlotte Bronte";"1999";"New Amer Library Classics"
"0441009700";"Tathea";"Anne Perry";"2002";"Ace Books"
"0345395190";"Orion Arm: The Rampart Worlds: Book 2 (May, Julian. Rampart Worlds, Bk. 2.)";"Julian May";"2000";"Del Rey Books"
"0553265571";"The Grey Horse";"R.A. MacAvoy";"1987";"Spectra Books"
"0451521285";"The Tragedy of Hamlet Prince of Denmark (Signet Classic Shakespeare Series)";"William Shakespeare";"1993";"Signet Classics"
"0812566351";"Prince of Whales";"R. L. Fisher";"1987";"Tor Books"
"0060502258";"The Divine Secrets of the Ya-Ya Sisterhood: A Novel";"Rebecca Wells";"2002";"HarperTorch"
"0440911710";"Camilla (Laurel Leaf Books)";"MADELEINE L'ENGLE";"1982";"Laure Leaf"
"0140298444";"S.: A Novel About the Balkans";"Slavenka Drakulic";"2001";"Penguin Books"
"0395869463";"The Bookshop : A Novel";"Penelope Fitzgerald";"1997";"Mariner Books"
"0064407721";"Kissing the Witch: Old Tales in New Skins";"Emma Donoghue";"1999";"HarperTrophy"
"0684859785";"The DREAMS OUR STUFF IS MADE OF: How Science Fiction Conquered the World";"Thomas M. Disch";"2000";"Free Press"
"0156806479";"Selected Poems (Harvest Book)";"T. S. Eliot";"1967";"Harvest Books"
"0553266055";"All Things Wise and Wonderful";"James Herriot";"1981";"Bantam"
"0345441443";"Cruel As the Grave";"Sharon Kay Penman";"2001";"Fawcett Books"
"0802132952";"Naked Lunch";"William S. Burroughs";"1992";"Grove Press"
"0441535771";"Mistress Masham's Repose";"T.H. White";"1989";"Ace Books"
"0812552989";"First Book of Swords";"Fred Saberhagen";"1984";"St Martins Press"
"0451521358";"Macbeth";"William Shakespeare";"1989";"New Amer Library (Mm)"
"0140089365";"Q's Legacy";"Helene Hanff";"1986";"Penguin Books"
"0451455126";"Night Screams: Twenty-Two Stories of Terror";"Edward Gorman";"1996";"Roc"
"038072345X";"Anno Dracula";"Kim Newman";"1994";"Harper Mass Market Paperbacks"
"1580173144";"How to Sleep Soundly Tonight: 250 Simple and Natural Ways to Prevent Sleeplessness";"Barbara L. Heller";"2001";"Storey Books"
"0671025570";"Duane's Depressed";"Larry McMurtry";"1999";"Pocket"
"0553274864";"A Grief Observed";"C. S. Lewis";"1983";"Bantam Books"
"1888604182";"Seeking Wholeness: Insight into the Mystery of Experience";"Roland Evans";"2001";"SunShine Press Publications"
"0805064362";"After the Darkest Hour: How Suffering Begins the Journey to Wisdom";"Kathleen A. Brehony";"2001";"Owl Books (NY)"
"0330336215";"The Picador Book of the Beach";"Robert Drewe";"1996";"Macmillan Pub Ltd"
"8845909840";"La variante di L√ºneburg (Fabula)";"Paolo Maurensig";"1993";"Adelphi"
"0061020710";"The Color of Magic";"Terry Pratchett";"2000";"HarperTorch"
"0440204887";"Illusions: The Adventures of a Reluctant Messiah";"Richard Bach";"1994";"Dell Publishing Company"
"0345339681";"The Hobbit : The Enchanting Prelude to The Lord of the Rings";"J.R.R. TOLKIEN";"1986";"Del Rey"
"0812572297";"Callahan's Secret";"Spider Robinson";"2002";"Tor Books"
"0345272579";"The Hobbit";"J. R. R. Tolkien";"1977";"Ballantine Books"
"0385199570";"The Stand (The Complete and Uncut Edition)";"Stephen King";"1990";"Doubleday Books"
"0156007568";"The Years with Laura Diaz";"Carlos Fuentes";"2001";"Harvest Books"
"3426776545";"Die F√?¬ºnf Tibeter.";"Peter Kelder";"2002";"Droemersche Verlagsanstalt Th. Knaur Nachf., GmbH & Co."
"3404701704";"Die Regeln des Gl√?¬ºcks.";"Dalai Lama";"2001";"L√?¬ºbbe"
"3423205202";"Mittsommermord. Roman.";"Henning Mankell";"2002";"Dtv"
"3453169247";"Der Verrat.";"John Grisham";"2000";"Heyne"
"3442541751";"Russendisko.";"Wladimir Kaminer";"2002";"Goldmann"
"3423202947";"Hunde von Riga.";"Henning Mankell";"2000";"Dtv"
"0374332657";"Holes (Newbery Medal Book)";"Louis Sachar";"1998";"Farrar, Straus and Giroux (BYR)"
"0553298496";"She's Not What She Seems (Sweet Valley High No. 92)";"Francine Pascal";"1993";"Sweet Valley"
"0553255371";"Spring Break (Sweet Valley High Super Edition, No 3)";"Francine Pascal";"1986";"Sweet Valley"
"0451528018";"The Hound of the Baskervilles (Signet Classics (Paperback))";"Arthur Conan Doyle";"2001";"Signet Classics"
"0842321942";"Second Chance (Left Behind: The Kids #2)";"Jerry B. Jenkins";"1998";"Tyndale House Publishers"
"0842321934";"The Vanishings (Left Behind: The Kids #1)";"Jerry B. Jenkins";"1998";"Tyndale House Publishers"
"1562475878";"Happy Birthday, Josefina!: A Springtime Story (American Girls Collection (Paper))";"Valerie Tripp";"1998";"Pleasant Company Publications"
"1562475193";"Josefina's Surprise: A Christmas Story (American Girls Collection (Paper))";"Valerie Tripp";"1997";"Pleasant Company Publications"
"0590997262";"The Stranger (Animorphs (Paperback Numbered))";"Katherine Applegate";"1997";"Scholastic"
"0590997297";"The Secret (Animorphs, No 9)";"Katherine Applegate";"1997";"Scholastic"
"0590762613";"The Experiment (Animorphs, No 28)";"K. A. Applegate";"1999";"Apple"
"0590213040";"The Andalite's Gift (Animorphs : Megamorphs 1)";"K. A. Applegate";"1997";"Scholastic"
"0439061652";"Meet the Stars of Animorphs";"Marie Morreale";"1999";"Scholastic"
"1584851651";"School Smarts: All the Right Answers to Homework, Teachers, Popularity, and More!";"Brooks Whitney";"2000";"American Girl"
"0141304707";"The Wonderful Story of Henry Sugar and Six More";"Roald Dahl";"2000";"Puffin Books"
"0679866957";"Junie B. Jones and That Meanie Jim's B-Day (Junie B. Jones 6, paper)";"Barbara Park";"1996";"Random House Children's Books"
"059048575X";"101 Telephone Jokes";"Katy Hall";"1994";"Scholastic Paperbacks (Mm)"
"044048474X";"Tales of a Fourth Grade Nothing";"JUDY BLUME";"1976";"Yearling"
"1568657803";"Help! I'm Laughing and I Can't Get Up";"Liz Curtis Higgs";"1998";"Thomas Nelson Publishers"
"0140309578";"Pippi Longstocking (Seafarer Book)";"Astrid Ericsson Lindgren";"1997";"Puffin Books"
"0671028049";"Scarabian Nights:Sabrina, The Teenage Witch #24";"Nancy Holder";"1999";"Simon Spotlight Entertainment"
"0671019805";"LOTSA LUCK SABRINA THE TEENAGE WITCH 10";"Diana G. Gallagher";"1998";"Simon Spotlight Entertainment"
"0671016954";"All You Need Is a Love Spell (Sabrina the Teenage Witch, 7)";"Randi Reisfeld";"1998";"Simon Spotlight Entertainment"
"0671019791";"A DOGS LIFE SABRINA THE TEENAGE WITCH 9";"Cathy West";"1998";"Simon Spotlight Entertainment"
"044809553X";"The Sky Phantom (Nancy Drew Mystery Stories, No 53)";"Carolyn Keene";"1976";"Grosset & Dunlap"
"0671023810";"TEACHER'S PET: SALEM'S TAILS #2: SABRINA, THE TEENAGE WITCH";"Patricia Barnes-Svarney";"1998";"Simon Spotlight Entertainment"
"1561565601";"Sabrina: Behind the Scenes";"Stefanie Scott";"1997";"Kids Books Inc"
"0448095548";"The Strange Message in the Parchment (Nancy Drew Mystery Stories, No 54)";"Carolyn Keene";"1977";"Grosset & Dunlap"
"1584850167";"Meet Kit: An American Girl : 1934 (American Girls Collection)";"Valerie Tripp";"2000";"Pleasant Company Publications"
"1562470752";"Meet Addy: An American Girl (American Girls Collection (Paper))";"Connie Porter";"1993";"Jump at the Sun"
"1562470043";"Meet Felicity: An American Girl : 1774 (The American Girls Collection, Book 1)";"Valerie Tripp";"1991";"Pleasant Company Publications"
"1562475150";"Meet Josefina, an American Girl (American Girls Collection (Paper))";"Valerie Tripp";"1997";"Pleasant Company Publications"
"0590448250";"Karen's Cartwheel (Baby-Sitters Little Sister, 29)";"Ann M. Martin";"1992";"Scholastic"
"0590386042";"It's Fine to Be Nine";"Patricia Maclachlan";"2000";"Little Apple"
"0877191174";"The Further Adventures of Hank the Cowdog (Hank the Cowdog (Paperback))";"John R. Erickson";"1988";"Maverick Books"
"0689817215";"The View from Saturday (Jean Karl Books (Paperback))";"E. L. Konigsburg";"1998";"Aladdin"
"0671015192";"SANTAS LITTLE HELPER SABRINA THE TEENAGE WITCH 5 (Sabrina, the Teenage Witch (Numbered Paperback))";"Cathy West";"1997";"Simon Spotlight Entertainment"
"0671024272";"SABRINA, THE TEENAGE WITCH MAGIC HANDBOOK (Sabrina, the Teenage Witch)";"Patricia Barnes-Svarney";"1998";"Simon Spotlight Entertainment"
"3453025423";"Roter Drache";"Robert Harris";"2002";"Distribooks Inc"
"8807816806";"Spiriti";"Stefano Benni";"2002";"Distribooks Inc"
"8806134817";"Quel Che Resta Del Giorno";"Kazuo Ishiguro";"1998";"Einaudi"
"0553141406";"Smiley's people";"John Le Carr√©";"1980";"Bantam"
"0517580497";"Plains of Passage (Earth's Children)";"Jean M. Auel";"1990";"Random House Inc"
"0312863403";"Hope of Earth (Anthony, Piers. Geodyssey, V. 3.)";"Piers Anthony";"1997";"St Martins Pr"
"086547642X";"Positively 4th Street: The Lives and Times of Joan Baez, Bob Dylan, Mimi Baez Farina and Richard Farina";"David Hajdu";"2002";"North Point Press"
"1558744630";"Chicken Soup for the Teenage Soul (Chicken Soup for the Soul)";"Jack Canfield";"1997";"Health Communications"
"0140380361";"The Root Cellar";"Janet Louise Swoboda Lunn";"1996";"Puffin Books"
"8475843271";"Aix√≤ √©s R√†dio Pica (Col¬®lecci√≥ Embat)";"Josep Roca";"1997";"Editorial Laertes"
"0394588169";"Jurassic Park";"MICHAEL CRICHTON";"1990";"Knopf"
"0316143464";"Dress Your Family in Corduroy and Denim";"David Sedaris";"2004";"Little, Brown"
"0385336322";"Ransom (Steel, Danielle)";"DANIELLE STEEL";"2004";"Delacorte Press"
"038533348X";"Cat's Cradle";"Kurt Vonnegut";"1998";"Delta"
"0553294385";"I, Robot";"ISAAC ASIMOV";"1991";"Spectra"
"1573222623";"Drinking Coffee Elsewhere (Today Show Book Club #11)";"ZZ Packer";"2003";"Riverhead Books"
"1558746161";"Chicken Soup for the Teenage Soul II (Chicken Soup for the Soul Series)";"Jack Canfield";"1998";"HCI Teens"
"0553583867";"The Husband Test";"Betina M. Krahn";"2001";"Bantam Books"
"0553214225";"Summer";"Edith Wharton";"1993";"Bantam"
"0394569962";"The Fourth K";"Mario Puzo";"1991";"Random House Inc"
"0553568914";"Elvis, Jesus & Coca-Cola (Kinky Friedman Novels (Paperback))";"Kinky Friedman";"1996";"Bantam Books"
"0671721291";"The Ship Who Searched";"Anne McCaffrey";"1992";"Baen"
"0553563521";"Devil's Waltz (Alex Delaware Novels (Paperback))";"Jonathan Kellerman";"1993";"Bantam Books"
"055357230X";"The Clinic (Alex Delaware Novels (Paperback))";"Jonathan Kellerman";"1999";"Bantam Books"
"0399142282";"Hornet's Nest";"Patricia Daniels Cornwell";"1997";"Putnam Publishing Group"
"0140193383";"The Tao of Love and Sex";"Jolan Chang";"1993";"Penguin Books"
"1890159018";"The Ethical Slut: A Guide to Infinite Sexual Possibilities";"Dossie Easton";"1998";"Greenery Press (CA)"
"0446670626";"I, Robot:The Illustrated Screenplay";"Isaac Asimov";"1994";"Warner Books"
"0590429892";"Way Things Work";"David Macaulay";"1988";"Scholastic Inc"
"0782123813";"CCNA: Cisco Certified Network Associate Study Guide";"Todd Lammle";"1998";"Sybex"
"0782125352";"CCNA Exam Notes: Cisco Certified Network Associate";"Todd Lammle";"1999";"Sybex Inc"
"1561703249";"The Western Guide to Feng Shui: Creating Balance, Harmony, and Prosperity in Your Environment (Feng Shui)";"Terah Kathryn Collins";"1996";"Hay House"
"0812513711";"The Dragon Reborn (The Wheel of Time, Book 3)";"Robert Jordan";"1992";"Tor Fantasy"
"0671004107";"Contact";"Carl Sagan";"1997";"Pocket"
"0553213539";"The Invisible Man (Bantam Classic)";"H.G. WELLS";"1983";"Bantam Classics"
"9681905202";"La casa pierde";"Juan Villoro";"1999";"Alfaguara"
"8401327156";"Resistencia humana";"Julio Fuentes";"1998";"Plaza & Jan√©s Editores"
"8420634778";"Leon Africano";"Amin Maalouf";"2000";"Alianza"
"0449200396";"Rabbit Run";"John Updike";"1982";"Not Avail"
"0425173615";"Murder on St. Mark's Place (Gaslight Mysteries)";"Victoria Thompson";"2000";"Berkley Publishing Group"
"0684186454";"State of Grace";"Joy Williams";"1986";"Scribner Book Company"
"006016185X";"Valsalva's Maneuver: Mots Justes and Indispensable Terms";"John Train";"1990";"Harpercollins"
"0800730364";"I love you, I hate you";"Carlos G Valles";"1992";"Triumph Books"
"0671766821";"Soul Survivors: A New Beginning for Adults Abused As Children (Fireside)";"J. Patrick Gannon";"1992";"Simon & Schuster"
"0671683993";"The Temple of My Familiar";"Alice Walker";"1990";"Pocket"
"0425098680";"Dinner at the Homesick Restaurant";"Anne Tyler";"1992";"Ivy Books"
"0553245694";"Still Life with Woodpecker";"Tom Robbins";"1981";"Bantam Books"
"0874775639";"Babinski Reflex: And 70 Other Useful and Amazing Metaphors from Science, Psychology, Business, Sports, and Everyday Life";"Philip Goldberg";"1990";"Putnam Pub Group"
"0060907215";"Lore of the Unicorn";"Odell Shepard";"1979";"Harpercollins"
"0385302274";"The 27-Ingredient Chili Con Carne Murders";"Nancy Pickard";"1993";"Bantam Dell Pub Group"
"0670873683";"London Holiday";"Richard Peck";"1998";"Penguin USA"
"0425168700";"Fortune's Daughter";"Alice Hoffman";"1999";"Berkley Publishing Group"
"0375704906";"Some Lie and Some Die (Vintage Crime/Black Lizard)";"Ruth Rendell";"1999";"Vintage Books USA"
"0020519001";"A Farewell to Arms (A Scribner Classic)";"Ernest Hemingway";"1987";"Simon & Schuster"
"0345426029";"The Broken Hearts Club";"Ethan Black";"1999";"Ballantine Books"
"0060973277";"The Mambo Kings Play Songs of Love";"Oscar Hijuelos";"1990";"Perennial"
"0439064872";"Harry Potter and the Chamber of Secrets (Book 2)";"J. K. Rowling";"2000";"Scholastic"
"0679751602";"Mama Makes Up Her Mind: And Other Dangers of Southern Living";"Bailey White";"1994";"Vintage Books USA"
"0688127169";"Running from Safety: An Adventure of the Spirit";"Richard Bach";"1994";"Harpercollins"
"9722110195";"Era bom que troc√°ssemos umas ideias sobre o assunto: Romance (O campo da palavra)";"M√°rio de Carvalho";"1995";"Caminho"
"0714832529";"The Pre-Raphaelite Vision (Phaidon Miniature Editions)";"Editors of Phaidon Press";"1994";"Phaidon Press"
"0440784743";"Tales of a Fourth Grade Nothing";"Judy Blume";"1979";"Yearling Books"
"0812551532";"The Morning River : A Novel of the Great Missouri Wilderness in 1825 (Man From Boston)";"W. Michael Gear";"1997";"Forge Books"
"1573247022";"The Food Revolution: How Your Diet Can Help Save Your Life and Our World";"John Robbins";"2001";"Conari Press"
"0451132157";"Rand Ayn : Atlas Shrugged (Signet Shakespeare)";"AYN RAND";"1988";"Signet Books"
"055315754X";"Horse Play (Saddle Club (Paperback))";"Bonnie Bryant";"1989";"Skylark Books"
"0312263449";"Honeymoon in Purdah: An Iranian Journey";"Alison Wearing";"2001";"Picador USA"
"0060904453";"The Thurber Carnival (Harper Colophon Books)";"James Thurber";"1975";"HarperCollins"
"0671734547";"The Dead Sea Scrolls Deception";"Michael Baigent";"1992";"Simon & Schuster"
"0812580354";"Calculating God";"Robert J. Sawyer";"2001";"Tor Science Fiction"
"1400076218";"Jazz";"TONI MORRISON";"2004";"Vintage"
"1573226106";"Kitchen Table Wisdom: Stories That Heal";"Rachel Naomi Remen";"1997";"Riverhead Books"
"0373263678";"Death Flies On Final (Wwl Mystery)";"Jackie Lewin";"2000";"Worldwide Library"
"0553211404";"Jane Eyre (Bantam Classics)";"Charlotte Bronte";"1983";"Bantam"
"0679447393";"The Orchid Thief";"SUSAN ORLEAN";"1998";"Random House"
"0380718650";"Fear in Fenway: A Duffy House Mystery";"Crabbe Evers";"1994";"Harper Mass Market Paperbacks (Mm)"
"0373263953";"Poison Apples (Worldwide Library Mysteries)";"Nancy Wright";"2001";"Worldwide Library"
"0515102652";"The Cat Who Talked to Ghosts";"Lilian Jackson Braun";"1996";"Jove Books"
"0312263996";"Timbuktu : A Novel";"Paul Auster";"2000";"Picador"
"1400032717";"The Curious Incident of the Dog in the Night-Time (Vintage Contemporaries)";"Mark Haddon";"2004";"Vintage"
"0595315070";"Public Spirituality : A Personal Workbook";"Lisa Langford Heron";"2004";"iUniverse, Inc."
"1594200106";"The Shadow of the Wind";"Carlos Ruiz Zafon";"2004";"The Penguin Press HC"
"1589880013";"The Verb To Bird";"Peter Cashwell";"2003";"Paul Dry Books"
"0553250515";"The Member of the Wedding";"CARSON MCCULLERS";"1984";"Bantam"
"0374100128";"The Corrections (Oprah Edition)";"Jonathan Franzen";"2001";"Farrar Straus Giroux"
"0452283868";"Sula";"Toni Morrison";"2002";"Plume Books"
"0446610380";"Parable of the Talents";"Octavia E. Butler";"2001";"Aspect"
"0061097314";"The Bean Trees";"Barbara Kingsolver";"1998";"HarperTorch"
"074325547X";"Plan of Attack";"Bob Woodward";"2004";"Simon & Schuster"
"158988003X";"So Many Books: Reading and Publishing in an Age of Abundance";"Gabriel Zaid";"2003";"Paul Dry Books"
"1573222453";"The Kite Runner (Alex Awards (Awards))";"Khaled Hosseini";"2003";"Riverhead Books"
"0140119906";"Love in the Time of Cholera (Penguin Great Books of the 20th Century)";"Gabriel Garcia Marquez";"1994";"Penguin Books"
"0395873347";"Roses: Easy Plants for More Beautiful Gardens (Taylor's 50 Best Series)";"Houghton Mifflin Company";"1999";"Houghton Mifflin Company"
"0446677426";"A Woman's Liberation : A Choice of Futures by and About Women";"Connie Willis";"2001";"Aspect"
"0393308839";"Flash Fiction: Very Short Stories";"James Thomas";"1992";"W. W. Norton & Company"
"0451524039";"Diary of a Madman";"Nikolai Vasilevich Gogol";"1994";"Signet Classics"
"0060548533";"The Buying of the President 2004 : Who's Really Bankrolling Bush and His Democratic Challengers--and What They Expect in Return (Buying of the President)";"Charles Lewis";"2004";"Perennial"
"1885266480";"The Open Door: A Novel";"Floyd Skloot";"1997";"Story Line Press"
"0060987049";"Microserfs";"Douglas Coupland";"1996";"Regan Books"
"0571169341";"Arcadia";"Tom Stoppard";"1994";"Faber & Faber"
"0060504080";"Small Wonder : Essays";"Barbara Kingsolver";"2003";"Perennial"
"0679749861";"Race Matters";"Cornel West";"1994";"Vintage Books USA"
"0684853701";"A BEAUTIFUL MIND: A Biography of John Forbes Nash, Jr., Winner of the Nobel Prize in Economics, 1994";"Sylvia Nasar";"1999";"Simon & Schuster"
"0374521409";"The Night Trilogy : Night, Dawn, The Accident";"Elie Wiesel";"1987";"Hill and Wang"
